sku,date,actual,pred_p50,pred_aq,pred_log,pred_combo,acc_p50,acc_aq,acc_log,acc_combo,cv,chosen_q,is_promo
H0054,2025-11-24,212,234.3,234.3,171.1,202.7,89.5,89.5,80.7,95.6,1.33,0.5,1
H0054,2025-11-25,196,255.7,255.7,200.4,228.1,69.5,69.5,97.7,83.6,1.33,0.5,1
H0054,2025-11-26,203,219.4,219.4,170.8,195.1,91.9,91.9,84.2,96.1,1.33,0.5,1
H0054,2025-11-27,160,275.4,275.4,235.8,255.6,27.9,27.9,52.6,40.2,1.33,0.5,1
H0054,2025-11-28,681,802.3,802.3,2159.0,1480.7,82.2,82.2,0.0,0.0,1.33,0.5,2
H0054,2025-11-29,581,432.1,432.1,431.4,431.8,74.4,74.4,74.3,74.3,1.33,0.5,1
H0055,2025-10-01,8,8.6,8.6,9.0,8.8,92.0,92.0,87.0,90.0,0.91,0.5,0
H0055,2025-10-02,9,9.2,9.2,9.6,9.4,97.7,97.7,92.8,95.7,0.91,0.5,0
H0055,2025-10-03,8,9.2,9.2,9.7,9.4,85.1,85.1,79.3,82.8,0.91,0.5,0
H0055,2025-10-04,8,9.3,9.3,9.7,9.4,83.9,83.9,79.1,82.0,0.91,0.5,0
H0055,2025-10-05,9,10.2,10.2,9.9,10.1,87.2,87.2,89.8,88.2,0.91,0.5,0
H0055,2025-10-06,8,10.0,10.0,10.3,10.1,74.8,74.8,71.5,73.5,0.91,0.5,0
H0055,2025-10-07,25,9.4,9.4,9.8,9.6,37.7,37.7,39.3,38.4,0.91,0.5,0
H0055,2025-10-08,19,9.6,9.6,10.1,9.8,50.3,50.3,53.3,51.5,0.91,0.5,0
H0055,2025-10-09,14,9.9,9.9,10.3,10.1,71.0,71.0,73.8,72.1,0.91,0.5,0
H0055,2025-10-10,7,9.8,9.8,10.5,10.1,59.8,59.8,50.2,56.0,0.91,0.5,0
H0055,2025-10-11,8,10.2,10.2,10.7,10.4,72.7,72.7,66.3,70.2,0.91,0.5,0
H0055,2025-10-12,13,11.1,11.1,11.0,11.1,85.6,85.6,84.6,85.2,0.91,0.5,0
H0055,2025-10-13,4,10.7,10.7,10.8,10.7,0.0,0.0,0.0,0.0,0.91,0.5,0
H0055,2025-10-14,9,10.3,10.3,10.8,10.5,85.6,85.6,79.9,83.3,0.91,0.5,0
H0055,2025-10-15,11,10.0,10.0,10.7,10.3,91.0,91.0,97.4,93.5,0.91,0.5,0
H0055,2025-10-16,10,9.8,9.8,10.5,10.1,98.1,98.1,95.1,99.2,0.91,0.5,0
H0055,2025-10-17,15,9.5,9.5,10.5,9.9,63.2,63.2,69.9,65.9,0.91,0.5,0
H0055,2025-10-18,14,9.5,9.5,10.4,9.9,67.9,67.9,74.4,70.5,0.91,0.5,0
H0055,2025-10-19,12,9.8,9.8,10.5,10.1,82.0,82.0,87.6,84.2,0.91,0.5,0
H0055,2025-10-20,12,9.7,9.7,10.5,10.0,80.5,80.5,87.9,83.4,0.91,0.5,0
H0055,2025-10-21,6,9.6,9.6,10.5,9.9,40.8,40.8,24.4,34.2,0.91,0.5,0
H0055,2025-10-22,13,9.5,9.5,10.7,10.0,73.2,73.2,82.0,76.7,0.91,0.5,0
H0055,2025-10-23,6,9.3,9.3,10.5,9.7,45.6,45.6,25.6,37.6,0.91,0.5,0
H0055,2025-10-24,9,9.1,9.1,10.3,9.6,98.6,98.6,85.8,93.5,0.91,0.5,0
H0055,2025-10-25,10,9.5,9.5,10.3,9.8,94.8,94.8,96.5,98.3,0.91,0.5,0
H0055,2025-10-26,13,10.3,10.3,10.7,10.5,79.2,79.2,82.4,80.5,0.91,0.5,0
H0055,2025-10-27,9,10.0,10.0,10.8,10.3,89.4,89.4,80.5,85.8,0.91,0.5,0
H0055,2025-10-28,9,9.7,9.7,10.6,10.0,92.4,92.4,82.6,88.5,0.91,0.5,0
H0055,2025-10-29,9,9.6,9.6,10.6,10.0,93.2,93.2,82.5,88.9,0.91,0.5,0
H0055,2025-10-30,12,9.6,9.6,10.6,10.0,79.9,79.9,88.7,83.4,0.91,0.5,0
H0055,2025-10-31,9,9.3,9.3,10.6,9.8,96.4,96.4,82.3,90.8,0.91,0.5,0
H0055,2025-11-01,14,9.7,9.7,10.8,10.2,69.6,69.6,77.2,72.6,0.91,0.5,0
H0055,2025-11-02,19,11.4,11.4,12.2,11.7,60.1,60.1,64.0,61.7,0.91,0.5,0
H0055,2025-11-03,12,11.4,11.4,12.3,11.7,94.9,94.9,97.8,97.8,0.91,0.5,0
H0055,2025-11-04,12,10.5,10.5,11.9,11.1,87.7,87.7,99.1,92.3,0.91,0.5,0
H0055,2025-11-05,12,10.0,10.0,11.6,10.7,83.6,83.6,96.8,88.9,0.91,0.5,0
H0055,2025-11-06,10,10.1,10.1,11.4,10.7,98.6,98.6,85.5,93.4,0.91,0.5,0
H0055,2025-11-07,15,10.3,10.3,11.8,10.9,68.8,68.8,78.4,72.6,0.91,0.5,0
H0055,2025-11-08,15,10.7,10.7,11.9,11.2,71.2,71.2,79.6,74.5,0.91,0.5,0
H0055,2025-11-09,24,12.0,12.0,12.4,12.1,49.9,49.9,51.5,50.5,0.91,0.5,0
H0055,2025-11-10,26,11.7,11.7,12.4,12.0,45.1,45.1,47.6,46.1,0.91,0.5,0
H0055,2025-11-11,18,11.1,11.1,12.4,11.6,61.6,61.6,68.8,64.5,0.91,0.5,0
H0055,2025-11-12,24,10.9,10.9,12.2,11.4,45.4,45.4,50.9,47.6,0.91,0.5,0
H0055,2025-11-13,16,11.0,11.0,12.2,11.5,68.9,68.9,76.3,71.9,0.91,0.5,0
H0055,2025-11-14,20,11.1,11.1,12.4,11.6,55.5,55.5,62.2,58.2,0.91,0.5,0
H0055,2025-11-15,23,11.8,11.8,13.1,12.3,51.1,51.1,56.8,53.4,0.91,0.5,0
H0055,2025-11-16,31,12.8,12.8,13.6,13.1,41.4,41.4,44.0,42.4,0.91,0.5,0
H0055,2025-11-17,21,12.9,12.9,13.7,13.2,61.5,61.5,65.4,63.1,0.91,0.5,0
H0055,2025-11-18,17,12.8,12.8,13.8,13.2,75.4,75.4,80.9,77.6,0.91,0.5,0
H0055,2025-11-19,21,13.4,13.4,14.2,13.7,64.0,64.0,67.5,65.4,0.91,0.5,0
H0055,2025-11-20,25,13.7,13.7,14.5,14.0,54.8,54.8,58.1,56.1,0.91,0.5,0
H0055,2025-11-21,25,14.2,14.2,15.3,14.6,56.8,56.8,61.1,58.5,0.91,0.5,0
H0055,2025-11-22,24,15.7,15.7,16.2,15.9,65.5,65.5,67.5,66.3,0.91,0.5,1
H0055,2025-11-23,25,17.5,17.5,17.4,17.5,69.9,69.9,69.7,69.8,0.91,0.5,1
H0055,2025-11-24,17,17.4,17.4,18.0,17.6,97.5,97.5,94.2,96.2,0.91,0.5,1
H0055,2025-11-25,24,18.7,18.7,18.9,18.7,77.7,77.7,78.6,78.1,0.91,0.5,1
H0055,2025-11-26,19,19.8,19.8,20.0,19.9,95.9,95.9,94.9,95.5,0.91,0.5,1
H0055,2025-11-27,25,21.7,21.7,21.6,21.6,86.7,86.7,86.3,86.6,0.91,0.5,1
H0055,2025-11-28,40,23.8,23.8,23.4,23.6,59.5,59.5,58.5,59.1,0.91,0.5,2
H0055,2025-11-29,34,27.3,27.3,25.2,26.5,80.3,80.3,74.0,77.8,0.91,0.5,1
H0056,2025-10-01,9,12.8,11.8,11.5,11.7,58.3,69.0,71.8,70.2,0.78,0.4,0
H0056,2025-10-02,21,13.5,12.5,12.4,12.4,64.2,59.4,58.9,59.2,0.78,0.4,0
H0056,2025-10-03,10,13.9,12.8,12.2,12.6,60.8,71.5,78.0,74.1,0.78,0.4,0
H0056,2025-10-04,9,18.4,16.9,16.6,16.7,0.0,12.8,15.9,14.0,0.78,0.4,0
H0056,2025-10-05,9,23.0,21.0,19.9,20.6,0.0,0.0,0.0,0.0,0.78,0.4,0
H0056,2025-10-06,13,19.5,17.8,17.0,17.5,49.7,63.4,69.1,65.7,0.78,0.4,0
H0056,2025-10-07,46,37.4,35.1,33.8,34.6,81.3,76.3,73.5,75.2,0.78,0.4,0
H0056,2025-10-08,41,39.3,37.0,37.6,37.2,95.9,90.2,91.6,90.7,0.78,0.4,0
H0056,2025-10-09,12,14.1,12.8,11.0,12.1,82.6,93.0,92.1,99.0,0.78,0.4,0
H0056,2025-10-10,32,17.0,15.6,14.7,15.3,53.1,48.9,45.9,47.7,0.78,0.4,0
H0056,2025-10-11,17,20.0,18.5,18.2,18.3,82.6,91.5,93.0,92.1,0.78,0.4,0
H0056,2025-10-12,11,15.2,13.9,13.2,13.7,62.2,73.4,79.6,75.9,0.78,0.4,0
H0056,2025-10-13,12,15.9,14.5,14.0,14.3,67.9,79.1,83.3,80.7,0.78,0.4,0
H0056,2025-10-14,16,14.8,13.5,13.4,13.4,92.2,84.5,83.4,84.1,0.78,0.4,0
H0056,2025-10-15,12,14.9,13.7,13.7,13.7,76.0,85.6,85.7,85.6,0.78,0.4,0
H0056,2025-10-16,11,15.0,13.6,13.9,13.7,64.1,76.3,74.1,75.4,0.78,0.4,0
H0056,2025-10-17,8,14.1,12.9,12.8,12.8,24.0,39.0,40.3,39.5,0.78,0.4,0
H0056,2025-10-18,10,14.4,13.2,13.5,13.3,55.9,68.0,65.0,66.8,0.78,0.4,0
H0056,2025-10-19,16,18.0,16.6,17.7,17.0,87.3,96.4,89.5,93.6,0.78,0.4,0
H0056,2025-10-20,16,13.3,12.2,12.3,12.2,83.2,76.0,76.9,76.3,0.78,0.4,0
H0056,2025-10-21,15,13.4,12.3,11.7,12.1,89.1,82.2,77.7,80.4,0.78,0.4,0
H0056,2025-10-22,14,12.9,11.8,11.6,11.7,92.5,84.3,82.7,83.7,0.78,0.4,0
H0056,2025-10-23,11,12.8,11.6,11.0,11.4,83.9,94.5,99.8,96.8,0.78,0.4,0
H0056,2025-10-24,9,12.7,11.6,11.1,11.4,59.0,70.8,76.3,73.0,0.78,0.4,0
H0056,2025-10-25,9,13.3,12.2,12.3,12.2,52.4,64.5,63.1,63.9,0.78,0.4,0
H0056,2025-10-26,12,12.0,10.9,10.4,10.7,99.8,91.0,87.0,89.4,0.78,0.4,0
H0056,2025-10-27,11,12.0,10.9,10.6,10.8,91.1,99.3,95.9,97.9,0.78,0.4,0
H0056,2025-10-28,7,11.9,10.9,10.8,10.9,29.5,44.2,45.3,44.6,0.78,0.4,0
H0056,2025-10-29,12,12.3,11.2,11.2,11.2,97.6,92.9,93.1,93.0,0.78,0.4,0
H0056,2025-10-30,15,12.2,11.1,11.4,11.2,81.2,73.8,76.0,74.7,0.78,0.4,0
H0056,2025-10-31,17,12.5,11.5,11.6,11.5,73.4,67.5,68.0,67.7,0.78,0.4,0
H0056,2025-11-01,11,13.0,11.8,11.8,11.8,81.9,93.1,92.3,92.8,0.78,0.4,0
H0056,2025-11-02,12,14.1,12.7,12.8,12.7,82.9,94.4,92.9,93.8,0.78,0.4,0
H0056,2025-11-03,19,19.4,17.5,19.5,18.3,98.1,91.9,97.4,96.2,0.78,0.4,0
H0056,2025-11-04,35,19.4,17.5,19.2,18.2,55.5,50.0,54.8,52.0,0.78,0.4,0
H0056,2025-11-05,19,21.8,19.6,22.0,20.6,85.4,96.7,84.2,91.7,0.78,0.4,0
H0056,2025-11-06,21,22.8,20.7,22.2,21.3,91.2,98.7,94.3,98.5,0.78,0.4,0
H0056,2025-11-07,27,26.2,23.8,25.0,24.3,96.9,88.2,92.4,89.9,0.78,0.4,0
H0056,2025-11-08,30,24.3,22.0,22.7,22.3,80.9,73.5,75.8,74.4,0.78,0.4,0
H0056,2025-11-09,29,24.9,22.7,23.6,23.0,85.9,78.2,81.3,79.5,0.78,0.4,0
H0056,2025-11-10,15,23.4,21.3,22.5,21.8,44.3,58.0,50.0,54.8,0.78,0.4,0
H0056,2025-11-11,26,19.5,17.7,18.2,17.9,75.1,68.2,69.8,68.9,0.78,0.4,0
H0056,2025-11-12,12,19.2,17.5,17.8,17.6,40.2,54.5,52.1,53.5,0.78,0.4,0
H0056,2025-11-13,14,17.6,15.9,17.0,16.3,74.4,86.2,78.9,83.2,0.78,0.4,0
H0056,2025-11-14,10,18.9,17.1,19.2,17.9,10.7,29.1,8.3,20.8,0.78,0.4,0
H0056,2025-11-15,6,16.6,15.0,16.3,15.5,0.0,0.0,0.0,0.0,0.78,0.4,0
H0056,2025-11-16,19,16.5,15.0,16.3,15.5,86.6,78.8,85.9,81.7,0.78,0.4,0
H0056,2025-11-17,22,16.7,15.0,16.4,15.5,75.7,68.0,74.6,70.6,0.78,0.4,0
H0056,2025-11-18,13,20.6,18.8,17.6,18.3,41.9,55.2,64.4,58.9,0.78,0.4,0
H0056,2025-11-19,12,21.9,19.9,19.1,19.6,17.7,34.5,40.7,37.0,0.78,0.4,0
H0056,2025-11-20,46,27.4,24.8,24.8,24.8,59.6,53.9,53.9,53.9,0.78,0.4,0
H0056,2025-11-21,26,35.7,32.3,33.3,32.7,62.9,75.7,71.9,74.2,0.78,0.4,0
H0056,2025-11-22,37,34.9,31.6,33.2,32.3,94.2,85.5,89.8,87.2,0.78,0.4,1
H0056,2025-11-23,22,43.2,39.7,38.7,39.3,3.5,19.5,24.3,21.4,0.78,0.4,1
H0056,2025-11-24,33,39.7,36.2,35.3,35.8,79.7,90.3,93.1,91.4,0.78,0.4,1
H0056,2025-11-25,30,42.2,38.4,35.4,37.2,59.4,71.9,82.0,76.0,0.78,0.4,1
H0056,2025-11-26,36,51.7,47.6,41.2,45.1,56.5,67.7,85.6,74.8,0.78,0.4,1
H0056,2025-11-27,55,48.9,44.5,36.9,41.4,88.9,80.9,67.1,75.4,0.78,0.4,1
H0056,2025-11-28,90,82.1,76.1,70.6,73.9,91.3,84.5,78.4,82.1,0.78,0.4,2
H0056,2025-11-29,43,57.2,51.6,48.8,50.5,66.9,80.0,86.6,82.6,0.78,0.4,1
H0057,2025-10-01,26,75.6,69.1,52.2,60.6,0.0,0.0,0.0,0.0,3.4,0.4,0
H0057,2025-10-02,36,73.6,66.2,49.0,57.6,0.0,16.2,64.0,40.1,3.4,0.4,0
H0057,2025-10-03,23,85.7,75.8,58.1,67.0,0.0,0.0,0.0,0.0,3.4,0.4,0
H0057,2025-10-04,23,113.3,99.2,96.6,97.9,0.0,0.0,0.0,0.0,3.4,0.4,0
H0057,2025-10-05,19,138.4,120.4,121.5,120.9,0.0,0.0,0.0,0.0,3.4,0.4,0
H0057,2025-10-06,31,154.8,132.4,141.5,137.0,0.0,0.0,0.0,0.0,3.4,0.4,0
H0057,2025-10-07,1095,541.0,496.4,752.1,624.2,49.4,45.3,68.7,57.0,3.4,0.4,0
H0057,2025-10-08,1059,401.5,360.8,498.4,429.6,37.9,34.1,47.1,40.6,3.4,0.4,0
H0057,2025-10-09,241,156.2,136.0,188.8,162.4,64.8,56.4,78.4,67.4,3.4,0.4,0
H0057,2025-10-10,218,103.1,90.0,114.1,102.1,47.3,41.3,52.3,46.8,3.4,0.4,0
H0057,2025-10-11,215,160.5,142.8,145.8,144.3,74.7,66.4,67.8,67.1,3.4,0.4,0
H0057,2025-10-12,240,124.5,111.0,92.5,101.8,51.9,46.3,38.6,42.4,3.4,0.4,0
H0057,2025-10-13,14,102.8,92.3,66.8,79.5,0.0,0.0,0.0,0.0,3.4,0.4,0
H0057,2025-10-14,68,109.0,97.1,74.3,85.7,39.7,57.2,90.7,74.0,3.4,0.4,0
H0057,2025-10-15,101,111.2,99.4,79.5,89.4,89.9,98.4,78.7,88.6,3.4,0.4,0
H0057,2025-10-16,100,91.2,81.9,66.6,74.3,91.2,81.9,66.6,74.3,3.4,0.4,0
H0057,2025-10-17,99,117.5,104.0,129.3,116.6,81.3,95.0,69.4,82.2,3.4,0.4,0
H0057,2025-10-18,109,135.7,121.5,131.8,126.6,75.5,88.5,79.1,83.8,3.4,0.4,0
H0057,2025-10-19,111,125.0,110.4,124.9,117.6,87.4,99.5,87.5,94.0,3.4,0.4,0
H0057,2025-10-20,43,151.8,136.4,140.2,138.3,0.0,0.0,0.0,0.0,3.4,0.4,0
H0057,2025-10-21,66,117.4,103.8,115.4,109.6,22.1,42.8,25.1,33.9,3.4,0.4,0
H0057,2025-10-22,69,145.3,130.1,127.3,128.7,0.0,11.5,15.5,13.5,3.4,0.4,0
H0057,2025-10-23,51,110.7,97.8,109.8,103.8,0.0,8.2,0.0,0.0,3.4,0.4,0
H0057,2025-10-24,53,112.5,99.5,104.6,102.1,0.0,12.2,2.7,7.4,3.4,0.4,0
H0057,2025-10-25,60,107.4,94.4,92.3,93.3,20.9,42.7,46.1,44.4,3.4,0.4,0
H0057,2025-10-26,67,138.5,122.1,110.1,116.1,0.0,17.7,35.6,26.7,3.4,0.4,0
H0057,2025-10-27,53,167.4,147.6,133.2,140.4,0.0,0.0,0.0,0.0,3.4,0.4,0
H0057,2025-10-28,60,135.7,117.8,120.1,118.9,0.0,3.7,0.0,1.8,3.4,0.4,0
H0057,2025-10-29,67,133.0,115.8,120.3,118.0,1.6,27.1,20.5,23.8,3.4,0.4,0
H0057,2025-10-30,43,98.6,85.3,77.5,81.4,0.0,1.6,19.8,10.7,3.4,0.4,0
H0057,2025-10-31,50,71.4,59.9,66.9,63.4,57.1,80.1,66.3,73.2,3.4,0.4,0
H0057,2025-11-01,96,121.7,105.0,98.9,102.0,73.3,90.6,97.0,93.8,3.4,0.4,0
H0057,2025-11-02,93,141.4,125.4,93.2,109.3,48.0,65.2,99.8,82.5,3.4,0.4,0
H0057,2025-11-03,99,110.9,98.6,70.8,84.7,88.0,99.6,71.5,85.5,3.4,0.4,0
H0057,2025-11-04,108,111.6,98.8,71.4,85.1,96.7,91.5,66.1,78.8,3.4,0.4,0
H0057,2025-11-05,75,94.9,83.6,51.6,67.6,73.4,88.5,68.8,90.2,3.4,0.4,0
H0057,2025-11-06,71,139.0,123.8,113.5,118.6,4.3,25.7,40.2,32.9,3.4,0.4,0
H0057,2025-11-07,171,169.4,151.1,137.5,144.3,99.1,88.4,80.4,84.4,3.4,0.4,0
H0057,2025-11-08,230,278.0,251.9,225.8,238.8,79.1,90.5,98.2,96.2,3.4,0.4,0
H0057,2025-11-09,236,259.5,234.7,212.7,223.7,90.0,99.4,90.1,94.8,3.4,0.4,0
H0057,2025-11-10,67,139.2,124.6,125.3,125.0,0.0,14.1,12.9,13.5,3.4,0.4,0
H0057,2025-11-11,105,130.7,116.9,114.1,115.5,75.5,88.7,91.4,90.0,3.4,0.4,0
H0057,2025-11-12,71,145.4,130.1,122.3,126.2,0.0,16.7,27.7,22.2,3.4,0.4,0
H0057,2025-11-13,92,117.6,104.0,78.3,91.1,72.2,87.0,85.1,99.1,3.4,0.4,0
H0057,2025-11-14,178,173.0,155.9,145.3,150.6,97.2,87.6,81.7,84.6,3.4,0.4,0
H0057,2025-11-15,240,212.1,189.6,160.2,174.9,88.4,79.0,66.7,72.9,3.4,0.4,0
H0057,2025-11-16,236,296.3,264.3,198.5,231.4,74.5,88.0,84.1,98.0,3.4,0.4,0
H0057,2025-11-17,96,260.4,233.1,192.9,213.0,0.0,0.0,0.0,0.0,3.4,0.4,0
H0057,2025-11-18,91,149.2,133.6,104.8,119.2,36.1,53.2,84.9,69.0,3.4,0.4,0
H0057,2025-11-19,105,211.5,191.2,185.1,188.2,0.0,17.9,23.7,20.8,3.4,0.4,0
H0057,2025-11-20,1545,685.9,619.6,862.9,741.2,44.4,40.1,55.9,48.0,3.4,0.4,0
H0057,2025-11-21,846,977.2,893.4,1679.7,1286.5,84.5,94.4,1.5,47.9,3.4,0.4,0
H0057,2025-11-22,963,1011.2,931.2,1558.1,1244.6,95.0,96.7,38.2,70.8,3.4,0.4,1
H0057,2025-11-23,947,621.3,552.6,777.5,665.1,65.6,58.4,82.1,70.2,3.4,0.4,1
H0057,2025-11-24,819,461.9,405.0,583.2,494.1,56.4,49.4,71.2,60.3,3.4,0.4,1
H0057,2025-11-25,724,517.4,456.5,534.3,495.4,71.5,63.0,73.8,68.4,3.4,0.4,1
H0057,2025-11-26,653,388.7,340.3,228.5,284.4,59.5,52.1,35.0,43.5,3.4,0.4,1
H0057,2025-11-27,779,549.5,489.0,326.5,407.7,70.5,62.8,41.9,52.3,3.4,0.4,1
H0057,2025-11-28,1636,592.5,530.4,217.1,373.7,36.2,32.4,13.3,22.8,3.4,0.4,2
H0057,2025-11-29,919,592.6,530.1,193.0,361.5,64.5,57.7,21.0,39.3,3.4,0.4,1
H0058,2025-10-01,30,52.3,52.3,51.0,51.6,25.7,25.7,30.0,27.9,1.96,0.5,0
H0058,2025-10-02,41,54.2,54.2,45.8,50.0,67.8,67.8,88.3,78.0,1.96,0.5,0
H0058,2025-10-03,48,52.3,52.3,43.2,47.7,91.1,91.1,90.0,99.4,1.96,0.5,0
H0058,2025-10-04,49,53.2,53.2,50.1,51.7,91.4,91.4,97.7,94.6,1.96,0.5,0
H0058,2025-10-05,52,58.5,58.5,51.7,55.1,87.6,87.6,99.4,94.1,1.96,0.5,0
H0058,2025-10-06,47,66.4,66.4,53.1,59.8,58.6,58.6,86.9,72.8,1.96,0.5,0
H0058,2025-10-07,1055,1023.4,1023.4,2190.3,1606.8,97.0,97.0,0.0,47.7,1.96,0.5,0
H0058,2025-10-08,1096,1213.1,1213.1,4399.9,2806.5,89.3,89.3,0.0,0.0,1.96,0.5,0
H0058,2025-10-09,264,77.5,77.5,58.8,68.2,29.4,29.4,22.3,25.8,1.96,0.5,0
H0058,2025-10-10,185,90.0,90.0,66.9,78.5,48.7,48.7,36.2,42.4,1.96,0.5,0
H0058,2025-10-11,213,75.3,75.3,56.5,65.9,35.3,35.3,26.5,30.9,1.96,0.5,0
H0058,2025-10-12,248,82.9,82.9,63.4,73.1,33.4,33.4,25.6,29.5,1.96,0.5,0
H0058,2025-10-13,122,96.3,96.3,68.7,82.5,78.9,78.9,56.3,67.6,1.96,0.5,0
H0058,2025-10-14,150,118.3,118.3,74.1,96.2,78.9,78.9,49.4,64.1,1.96,0.5,0
H0058,2025-10-15,115,72.7,72.7,53.9,63.3,63.2,63.2,46.8,55.0,1.96,0.5,0
H0058,2025-10-16,141,71.0,71.0,51.8,61.4,50.4,50.4,36.7,43.5,1.96,0.5,0
H0058,2025-10-17,151,65.4,65.4,58.8,62.1,43.3,43.3,38.9,41.1,1.96,0.5,0
H0058,2025-10-18,152,59.3,59.3,53.2,56.3,39.0,39.0,35.0,37.0,1.96,0.5,0
H0058,2025-10-19,162,85.4,85.4,82.9,84.1,52.7,52.7,51.1,51.9,1.96,0.5,0
H0058,2025-10-20,87,62.2,62.2,55.0,58.6,71.5,71.5,63.3,67.4,1.96,0.5,0
H0058,2025-10-21,104,66.4,66.4,62.2,64.3,63.9,63.9,59.8,61.8,1.96,0.5,0
H0058,2025-10-22,76,63.3,63.3,56.3,59.8,83.3,83.3,74.1,78.7,1.96,0.5,0
H0058,2025-10-23,106,72.9,72.9,66.9,69.9,68.8,68.8,63.1,65.9,1.96,0.5,0
H0058,2025-10-24,107,71.6,71.6,65.7,68.6,66.9,66.9,61.4,64.1,1.96,0.5,0
H0058,2025-10-25,86,116.9,116.9,102.8,109.8,64.1,64.1,80.5,72.3,1.96,0.5,0
H0058,2025-10-26,110,80.5,80.5,75.8,78.2,73.2,73.2,69.0,71.1,1.96,0.5,0
H0058,2025-10-27,66,53.9,53.9,45.2,49.6,81.7,81.7,68.5,75.1,1.96,0.5,0
H0058,2025-10-28,82,51.4,51.4,43.9,47.7,62.7,62.7,53.5,58.1,1.96,0.5,0
H0058,2025-10-29,59,50.7,50.7,44.9,47.8,85.9,85.9,76.2,81.0,1.96,0.5,0
H0058,2025-10-30,74,49.4,49.4,35.7,42.6,66.7,66.7,48.3,57.5,1.96,0.5,0
H0058,2025-10-31,172,94.5,94.5,78.2,86.3,54.9,54.9,45.5,50.2,1.96,0.5,0
H0058,2025-11-01,104,72.5,72.5,60.8,66.7,69.7,69.7,58.5,64.1,1.96,0.5,0
H0058,2025-11-02,98,118.6,118.6,108.3,113.4,79.0,79.0,89.5,84.3,1.96,0.5,0
H0058,2025-11-03,122,67.3,67.3,59.4,63.3,55.2,55.2,48.7,51.9,1.96,0.5,0
H0058,2025-11-04,149,75.0,75.0,64.1,69.5,50.3,50.3,43.0,46.7,1.96,0.5,0
H0058,2025-11-05,108,68.9,68.9,58.4,63.6,63.8,63.8,54.1,58.9,1.96,0.5,0
H0058,2025-11-06,109,86.4,86.4,74.3,80.4,79.3,79.3,68.2,73.7,1.96,0.5,0
H0058,2025-11-07,210,108.6,108.6,87.0,97.8,51.7,51.7,41.4,46.6,1.96,0.5,0
H0058,2025-11-08,174,88.8,88.8,73.2,81.0,51.0,51.0,42.1,46.5,1.96,0.5,0
H0058,2025-11-09,143,106.3,106.3,90.8,98.6,74.4,74.4,63.5,68.9,1.96,0.5,0
H0058,2025-11-10,81,68.1,68.1,58.2,63.1,84.1,84.1,71.8,77.9,1.96,0.5,0
H0058,2025-11-11,87,78.0,78.0,68.9,73.4,89.7,89.7,79.2,84.4,1.96,0.5,0
H0058,2025-11-12,86,68.5,68.5,60.0,64.2,79.7,79.7,69.7,74.7,1.96,0.5,0
H0058,2025-11-13,195,81.9,81.9,70.5,76.2,42.0,42.0,36.1,39.1,1.96,0.5,0
H0058,2025-11-14,128,64.1,64.1,58.2,61.1,50.1,50.1,45.4,47.8,1.96,0.5,0
H0058,2025-11-15,128,76.9,76.9,69.6,73.2,60.1,60.1,54.4,57.2,1.96,0.5,0
H0058,2025-11-16,151,94.6,94.6,81.5,88.1,62.6,62.6,54.0,58.3,1.96,0.5,0
H0058,2025-11-17,92,69.0,69.0,56.1,62.6,75.1,75.1,61.0,68.0,1.96,0.5,0
H0058,2025-11-18,158,81.0,81.0,66.8,73.9,51.3,51.3,42.3,46.8,1.96,0.5,0
H0058,2025-11-19,125,75.1,75.1,62.5,68.8,60.1,60.1,50.0,55.0,1.96,0.5,0
H0058,2025-11-20,424,895.6,895.6,632.2,763.9,0.0,0.0,50.9,19.8,1.96,0.5,0
H0058,2025-11-21,297,474.2,474.2,280.6,377.4,40.3,40.3,94.5,72.9,1.96,0.5,0
H0058,2025-11-22,380,817.0,817.0,582.2,699.6,0.0,0.0,46.8,15.9,1.96,0.5,1
H0058,2025-11-23,410,928.5,928.5,701.0,814.7,0.0,0.0,29.0,1.3,1.96,0.5,1
H0058,2025-11-24,328,568.5,568.5,298.5,433.5,26.7,26.7,91.0,67.8,1.96,0.5,1
H0058,2025-11-25,285,559.3,559.3,298.9,429.1,3.8,3.8,95.1,49.4,1.96,0.5,1
H0058,2025-11-26,287,489.0,489.0,242.7,365.8,29.6,29.6,84.5,72.5,1.96,0.5,1
H0058,2025-11-27,277,484.8,484.8,236.7,360.8,25.0,25.0,85.5,69.8,1.96,0.5,1
H0058,2025-11-28,700,1494.2,1494.2,1917.3,1705.8,0.0,0.0,0.0,0.0,1.96,0.5,2
H0058,2025-11-29,382,653.0,653.0,373.3,513.1,29.1,29.1,97.7,65.7,1.96,0.5,1
H0060,2025-10-01,28,43.0,43.0,42.3,42.7,46.3,46.3,49.0,47.4,0.81,0.5,0
H0060,2025-10-02,42,46.4,46.4,45.9,46.2,89.5,89.5,90.8,90.0,0.81,0.5,0
H0060,2025-10-03,38,47.2,47.2,46.7,47.0,75.7,75.7,77.1,76.3,0.81,0.5,0
H0060,2025-10-04,35,49.6,49.6,48.5,49.1,58.4,58.4,61.4,59.6,0.81,0.5,0
H0060,2025-10-05,24,62.5,62.5,61.6,62.1,0.0,0.0,0.0,0.0,0.81,0.5,0
H0060,2025-10-06,31,49.0,49.0,48.1,48.6,42.0,42.0,44.9,43.2,0.81,0.5,0
